PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease,Status,Joe's Comment
PIP,Whitehorse,Chinook,Spring,1984,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,NOCN8407,1985,19850522,19850525,1.6,P,U,,1,,0,0,,0,0,10500,10500,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1985,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,023731,1986,198605,19860529,1.9,P,U,,1,AD,76732,463,,0,0,975,78170,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1985,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,W,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,NOCN8511,1986,198605,19860524,1.2,P,U,,1,,0,0,,0,0,5720,5720,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,024258,1987,19870604,19870605,2.5,P,U,,1,AD,25945,245,,0,0,4171,30361,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,024812,1987,19870604,19870605,2.5,P,U,,1,AD,47644,1361,,0,0,9598,58603,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,024813,1987,19870604,19870605,2.5,P,U,,1,AD,49344,808,,0,0,9141,59293,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,024814,1987,19870604,19870605,2.5,P,U,,1,AD,51888,559,,0,0,9422,61869,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,024815,1987,19870604,19870605,2.5,P,U,,1,AD,43367,2066,,0,0,7868,53301,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1986,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,024259,1987,198705,19870530,2.5,P,U,Rel# listed as 27297 in JTC tables RE CWT projects 2010 Final.xls sent Apr2012,1,AD,26572,123,,0,0,422,27117,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1987,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,025549,1988,198806,19880610,2.8,P,U,UNMARKED FISH SMALLER THAN MARKED ONES,1,AD,77660,1991,,0,0,84903,164554,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1987,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,025550,1988,198806,19880610,2.7,P,U,UNMARKED FISH SMALLER THAN MARKED ONES,1,AD,78013,1592,,0,0,85288,164893,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1987,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,NOCN8718,1988,198806,19880605,2.2,P,U,REL IN CONJ WITH F&G ASSOC:  WOLF CR IS A TRIB TO YUKON R SYSTEM,1,,0,0,,0,0,25986,25986,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,026004,1989,198906,19890606,2.3,P,U,RELEASE SITE: IMPRINTED THEN RELEASED AT HATCHERY TO AVOID DAM,1,AD,25919,529,,0,0,24772,51220,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,026005,1989,198906,19890606,2.3,P,U,RELEASE SITE: COMPARE TO 026004,1,AD,24560,501,,0,0,23472,48533,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,026006,1989,198906,19890606,2.3,P,U,RELEASE SITE: COMPARE TO 026004,1,AD,24839,507,,0,0,23740,49086,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,026007,1989,198906,19890606,2.3,P,U,RELEASE SITE: COMPARE TO 026004,1,AD,24837,507,,0,0,23740,49084,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,NOCN8817,1989,198905,19890527,1.6,P,U,,1,,0,0,,0,0,22388,22388,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,026008,1989,198906,19890612,2.7,P,N,RELEASE SITE: COMPARE TO 026004,1,AD,24750,765,,0,0,,25515,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1988,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,026009,1989,198906,19890612,2.7,P,N,RELEASE SITE: COMPARE TO 026004,1,AD,24740,765,,0,0,,25505,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1989,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,020238,1990,19900605,19900605,2.3,P,U,NO IMPRINT: SPOT RELEASE. REPLICATE OF 020239,1,AD,24554,502,,0,0,621,25677,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1989,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,020239,1990,19900605,19900605,2.3,P,U,NO IMPRINT: SPOT RELEASE. REPLICATE OF 020238,1,AD,24596,502,,0,0,623,25721,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1989,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,NOCN8919,1990,19900606,19900606,2.1,P,U,,1,,0,0,,0,0,11969,11969,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1989,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,020260,1990,19900605,19900605,2.3,B,N,IMPRINTED FISHWAY RELEASE. REPLICATE OF 020263,1,AD,24508,501,,0,0,561,25570,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1989,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,020263,1990,19900605,19900605,2.3,B,N,IMPRINTED FISHWAY RELEASE. REPLICATE OF 020260,1,AD,24859,508,,0,0,569,25936,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1990,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,180324,1991,19910606,19910606,2.3,P,U,,1,AD,50020,176,,0,0,87348,137544,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1990,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,180322,1991,19910608,19910608,2.3,P,U,,1,AD,49477,793,,0,0,,50270,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1990,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Yukon R,CK-69,UPPER YUKON RIVER,Fed Fry,180323,1991,19910606,19910606,2.3,P,N,,1,AD,52948,193,,0,0,,53141,All Good - Edited x 2,"Edited 2 things here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, similar situation for when REL_SITE_NAME = ""Yukon R"". There is the same mis-alignment. So I changed the REL_CU_INDEX to CK-69 (from CK-76) and the REL_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1991,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,180830,1992,19920604,19920604,2.2,P,U,,1,AD,52946,643,,0,0,249166,302755,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1991,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,180829,1992,19920604,19920604,2.4,P,U,,1,AD,48239,0,,0,0,,48239,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
